nemotecnico;cantidad;monto;precio_limpio;tasa;rueda;fecha_emision;fecha_vencimiento;periodicidad;tasa_cupon;codigo_emisor;razon_social
BGLT31180937;2265000;9852146763;94.9;8.121;TRD;20060918;20370918;SV;7.375;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BCOS919SE004;1000000000;972640000;97.145;13;TRD;20190307;20230307;TV;6.3;CHB;ENEL COLOMBIA S.A. E.S.P.
TUVT20040435;5000000;1441292323;89.519;5.955;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BDVI4179C084;100000000;96654000;96.318;17.08;TRD;20170607;20240607;TV;3.13;DVI;BANCO DAVIVIENDA S.A
BDVI4179C084;100000000;96654000;96.318;17.08;TRD;20170607;20240607;TV;3.13;DVI;BANCO DAVIVIENDA S.A
TFIT16090736;1546600000;935590924;59.329;12.6;TRD;20200709;20360709;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11170327;5000000;1526419650;95.382;4.45;TRD;20160317;20270317;AV;3.3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;40000000;10183059297;78.836;5.975;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BBOC1069B144;550000000;498824416;90.695;18.56;TRD;20161026;20281026;TV;3.9;BOC;BANCO DE OCCIDENTE S.A.
BBOC1069B144;550000000;497383150;90.433;18.56;TRD;20161026;20281026;TV;3.9;BOC;BANCO DE OCCIDENTE S.A.
TUVT20040435;5000000;1440663214;89.479;5.96;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;10000000;2544686949;78.833;5.975;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;50000000;12704246913;78.711;5.99;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;374778000;71.657;12.587;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;10000000;2545976622;78.874;5.97;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1500000000;1124334000;71.657;12.587;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;984257000;97.001;11.849;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;10000000;2542893987;78.776;5.982;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BBOC1179B144;500000000;446880684;89.376;18.5;TRD;20170427;20290427;TV;3.66;BOC;BANCO DE OCCIDENTE S.A.
BBOC1179B144;500000000;445589500;89.117;18.5;TRD;20170427;20290427;TV;3.66;BOC;BANCO DE OCCIDENTE S.A.
TUVT20040435;5000000;1440647486;89.478;5.96;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BBBO2219A005;121000000;105359540;86.016;18.189;TRD;20210210;20260210;TV;1.16;BBO;BANCO DE BOGOTA S.A.
BBBO2219A005;379000000;330010460;86.016;18.189;TRD;20210210;20260210;TV;1.16;BBO;BANCO DE BOGOTA S.A.
TUVT10180429;5000000;1328906682;83.576;5.26;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;200000000;161116600;75.596;12.45;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;200000000;171466800;85.343;12.41;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11170327;8000000;2451145331;95.769;4.35;TRD;20160317;20270317;AV;3.3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;15000000;4751281177;99.452;3.715;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;15000000;4751281177;99.452;3.715;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11170327;30000000;9161975214;95.453;4.431;TRD;20160317;20270317;AV;3.3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;5000000;1583571659;99.44;3.72;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT21280542;16200000000;12653658000;75.296;12.7;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;20000000;5086794550;78.792;5.98;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16180930;11059400000;9314613759;76.516;12.569;TRD;20140918;20300918;AV;7.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16300632;11858600000;8399671693;69.336;12.615;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT17230223;5000000;1645133140;101.959;0.321;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;90000000000;67570200000;71.741;12.569;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT17230223;10000000;3290266280;101.959;0.321;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16090736;32000000000;19260896000;59.043;12.665;TRD;20200709;20360709;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;984367000;97.012;11.842;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT31261050;7000000000;4559436000;58.719;12.66;TRD;20191026;20501026;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;16000000000;11999296000;71.697;12.577;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;500000000;429038285;85.397;12.39;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;500000000;428937000;85.397;12.39;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;2000000000;1716153142;85.397;12.39;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;2000000000;1715748000;85.397;12.39;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIC13260824;65000000;52078910;80.121;12.05;ABLO;20110826;20240826;PV;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11170327;8000000;2443294048;95.457;4.43;TRD;20160317;20270317;AV;3.3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;18000000000;15445378274;85.397;12.39;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;18000000000;15441732000;85.397;12.39;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;460000000;394497840;85.37;12.4;ABLO;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;350000000;300161400;85.37;12.4;ABLO;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT20040435;50000000;14419214319;89.559;5.95;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT20040435;100000000;28838428639;89.559;5.95;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;33205000000;24926661450;71.732;12.571;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIC13260824;150000000;120182100;80.121;12.05;ABLO;20110826;20240826;PV;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11170327;30000000;9164900572;95.484;4.423;TRD;20160317;20270317;AV;3.3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;2000000000;1968174000;96.984;11.86;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIC13260824;59000000;47271626;80.121;12.05;ABLO;20110826;20240826;PV;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIC13260824;73000000;58488622;80.121;12.05;ABLO;20110826;20240826;PV;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIC13260824;64100000;51357817;80.121;12.05;ABLO;20110826;20240826;PV;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIC13260824;138900000;111288625;80.121;12.05;ABLO;20110826;20240826;PV;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIC13260824;1100000;881335;80.121;12.05;ABLO;20110826;20240826;PV;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIC13260824;58000000;46470412;80.121;12.05;ABLO;20110826;20240826;PV;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIC13260824;100000000;80121400;80.121;12.05;ABLO;20110826;20240826;PV;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIC13260824;40900000;32769653;80.121;12.05;ABLO;20110826;20240826;PV;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIC12280424;200000000;166350200;83.175;12.05;ABLO;20120428;20240428;PV;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16300632;50000000000;35223750000;68.99;12.695;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16300632;50000000000;35223750000;68.99;12.695;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BFDN1209B005;2500000000;2274725000;88.838;17.934;TRD;20201001;20251001;TV;1.66;FDN;FINANCIERA DE DESARROLLO NACIONAL S.A.
TUVT11070525;100000000;31675207844;99.452;3.715;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;800000;203678193;78.874;5.97;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;12000000000;10296918849;85.397;12.39;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;12000000000;10294488000;85.397;12.39;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT20040435;200000000;57676857278;89.559;5.95;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT21280542;8500000000;6601380500;74.901;12.77;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;30500000000;30010078500;96.969;11.87;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BDVI920SF084;5000000000;3652550000;72.482;15.51;TRD;20200211;20270211;TV;6.24;DVI;BANCO DAVIVIENDA S.A
TUVT20040435;150000000;43257642958;89.559;5.95;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BFDN1209B005;2500000000;2274725000;88.838;17.934;TRD;20201001;20251001;TV;1.66;FDN;FINANCIERA DE DESARROLLO NACIONAL S.A.
BBOC217SA060;340000000;336399400;98.941;11.3;TRD;20171214;20221214;TV;6.65;BOC;BANCO DE OCCIDENTE S.A.
TUVT11070525;40000000;12668573275;99.44;3.72;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BFDN1209B005;2500000000;2273150000;88.775;17.967;TRD;20201001;20251001;TV;1.66;FDN;FINANCIERA DE DESARROLLO NACIONAL S.A.
TUVT10180429;1500000;398214485;83.479;5.28;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BDVI920SF084;5000000000;3653750000;72.506;15.5;TRD;20200211;20270211;TV;6.24;DVI;BANCO DAVIVIENDA S.A
TFIT10260331;2000000000;1494812000;71.442;12.64;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;40000000;12671718821;99.465;3.71;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;374313000;71.564;12.61;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;10543000;2690127287;79.037;5.95;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;10543000;2689628675;79.037;5.95;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;8789000;2242580980;79.037;5.95;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;8789000;2242165320;79.037;5.95;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;20000000;5085787975;78.776;5.982;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;5000000;1585690853;99.452;3.715;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;5000000;1583760392;99.452;3.715;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT10180429;5000000;1325069116;83.332;5.31;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;10000000000;7689990000;74.615;12.54;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;10000000000;7689990000;74.615;12.54;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;500000000;491873500;96.95;11.882;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;5000000;1583760392;99.452;3.715;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;15000000;4751281177;99.452;3.715;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;1500000;475189456;99.465;3.71;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;983897000;96.965;11.872;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;2500000000;2459242500;96.945;11.885;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;10000000;3168684636;99.489;3.7;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;70000000;15954233627;71.255;5.914;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;70000000;15893119663;71.255;5.914;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11170327;10000000;3044964021;95.166;4.505;TRD;20160317;20270317;AV;3.3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;5000000;1584153585;99.477;3.705;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BFAN9219C036;500000000;475750000;93.462;18.155;TRD;20210420;20240420;TV;1.88;FAN;BANCO FINANDINA S.A.
BFAN9219C036;500000000;475750000;93.462;18.155;TRD;20210420;20240420;TV;1.88;FAN;BANCO FINANDINA S.A.
TFIT10260331;500000000;373308000;71.363;12.66;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT20040435;100000000;28838428639;89.559;5.95;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;10000000;3169879944;99.527;3.685;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11170327;10000000;3045561675;95.185;4.5;TRD;20160317;20270317;AV;3.3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BCOS919SE004;500000000;485445000;96.97;13.43;TRD;20190307;20230307;TV;6.3;CHB;ENEL COLOMBIA S.A. E.S.P.
TUVT18250237;190000000;48276138268;78.711;5.99;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BCOS919SE004;500000000;485445000;96.97;13.43;TRD;20190307;20230307;TV;6.3;CHB;ENEL COLOMBIA S.A. E.S.P.
TUVT11170327;35000000;10659465862;95.185;4.5;TRD;20160317;20270317;AV;3.3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16300632;40000000000;28221400000;69.096;12.67;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08261125;4000000000;3585280000;84.632;12.325;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;40000000;10164655748;78.721;5.988;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BPMG1099C15;500000000;508985000;101.015;16.7;TRD;20090827;20240827;TV;5.99;PMG;PROMIGAS S.A. E.S.P.
TUVT32160649;10000000;2261952692;70.985;5.94;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;5000000000;4912354098;96.776;11.994;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;5000000000;4910035000;96.776;11.994;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;2623000;669287116;79.037;5.95;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;2623000;669154517;79.037;5.95;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;5000000000;4912354098;96.776;11.994;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;5000000000;4910035000;96.776;11.994;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;15000000;3397788907;71.088;5.93;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1000000000;747416000;71.443;12.64;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1000000000;747016000;71.403;12.65;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1000000000;747416000;71.443;12.64;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;15000000;4753026955;99.489;3.7;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;15000000;3395382564;71.037;5.935;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BCOS8189B005;500000000;497880000;97.646;16.57;TRD;20181023;20231023;TV;2.82;CHB;ENEL COLOMBIA S.A. E.S.P.
BBOC1179B144;500000000;447120950;89.424;18.5;TRD;20170427;20290427;TV;3.66;BOC;BANCO DE OCCIDENTE S.A.
BBOC1179B144;500000000;445589500;89.117;18.5;TRD;20170427;20290427;TV;3.66;BOC;BANCO DE OCCIDENTE S.A.
BBOC1069B144;550000000;499092610;90.744;18.56;TRD;20161026;20281026;TV;3.9;BOC;BANCO DE OCCIDENTE S.A.
BBOC1069B144;550000000;497383150;90.433;18.56;TRD;20161026;20281026;TV;3.9;BOC;BANCO DE OCCIDENTE S.A.
TUVT11170327;5000000;1522749382;95.183;4.5;TRD;20160317;20270317;AV;3.3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08261125;1000000000;896810000;84.681;12.303;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;5000000;1584420957;99.494;3.698;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT10180429;5000000;1318196098;82.895;5.4;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;15000000;3815850843;78.808;5.978;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT10180429;10000000;2644035873;83.138;5.35;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;2000000000;1494032000;71.403;12.65;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;15000000;3814954363;78.789;5.98;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BSIS01149D09;4500000000;4549365000;99.611;15.739;TRD;20140507;20230507;TV;3.8;SIS;GRUPO DE INVERSIONES SURAMERICANA S.A.
TUVT20040435;25658000;7399364110;89.559;5.95;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT20040435;23000000;6632838587;89.559;5.95;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT20040435;27247000;7857606622;89.559;5.95;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BCOS8189B005;500000000;498120000;97.694;16.515;TRD;20181023;20231023;TV;2.82;CHB;ENEL COLOMBIA S.A. E.S.P.
TUVT20040435;10000000;2883842864;89.559;5.95;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT20040435;10000000;2881829714;89.495;5.958;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;16500000;5228329650;99.489;3.7;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;5000000;1583760392;99.452;3.715;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16300632;40000000000;28221400000;69.096;12.67;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT20040435;49240000;14200042111;89.559;5.95;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;16500000;5229004370;99.502;3.695;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;7600000;2413531521;99.712;3.61;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16300632;20000000000;14110700000;69.096;12.67;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;8900000;2826372166;99.712;3.61;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BSBCB2219C05;500000000;455215000;88.261;18.155;TRD;20210916;20260916;TV;2.47;BCB;BANCOLOMBIA S.A.
TFIT10260331;500000000;373668000;71.435;12.642;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1500000000;1121004000;71.435;12.642;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT10180429;10000000;2636392197;82.895;5.4;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;5000000;1271824459;78.8;5.979;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;100000000;85573400;85.183;12.47;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BPMG1099C15;500000000;499500000;99.118;18;TRD;20090827;20240827;TV;5.99;PMG;PROMIGAS S.A. E.S.P.
TFIT10260331;3000000000;2241948000;71.433;12.642;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;15000000;4752460756;99.477;3.705;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;15000000;4751281177;99.452;3.715;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;100000000;31675207844;99.452;3.715;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;10000000;3167520784;99.452;3.715;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;100000000;31675207844;99.452;3.715;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;15000000;4751281177;99.452;3.715;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;10000000;3168684636;99.489;3.7;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16300632;20000000000;14114900000;69.117;12.665;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;15000000;4753026955;99.489;3.7;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;984397000;97.015;11.84;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16300632;20000000000;14106300000;69.074;12.675;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;500000000;401356500;75.309;12.545;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;500000000;401356500;75.309;12.545;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1000000000;747016000;71.403;12.65;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BSBCB2219C05;500000000;454180000;88.054;18.244;TRD;20210916;20260916;TV;2.47;BCB;BANCOLOMBIA S.A.
TCO364060623;1500000000;1384584000;92.305;11.659;TRD;20220607;20230606;NO;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;150000;38131567;78.751;5.985;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;15850000;4029240595;78.751;5.985;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;18000000;4575793682;78.751;5.985;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;16000000;4067372161;78.751;5.985;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;983237000;96.899;11.915;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;983237000;96.899;11.915;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;983237000;96.899;11.915;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;3500000;889473592;78.727;5.988;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
